year,category,subcategory,indicator_id,indicator_name,source,value,source_url,unit,reference_period,frequency,period_type,status,geo_level,geo_name,definition,source_revision_date,notes
2023,Precios,Alimentos,inflacion_alimentos_media_anual,Inflación alimentos media anual,INE - IPC tabla 50934,11.7,https://ine.es/jaxiT3/Tabla.htm?t=50934,%,2023,Anual,media anual,oficial,País,España,Variación de la media anual del IPC de alimentos y bebidas no alcohólicas.,2026-07-10,Base 2021; grupo ECOICOP 01.
2024,Precios,Alimentos,inflacion_alimentos_media_anual,Inflación alimentos media anual,INE - IPC tabla 50934,3.6,https://ine.es/jaxiT3/Tabla.htm?t=50934,%,2024,Anual,media anual,oficial,País,España,Variación de la media anual del IPC de alimentos y bebidas no alcohólicas.,2026-07-10,Base 2021; grupo ECOICOP 01.
2025,Precios,Alimentos,inflacion_alimentos_media_anual,Inflación alimentos media anual,INE - IPC tabla 50934,2.4,https://ine.es/jaxiT3/Tabla.htm?t=50934,%,2025,Anual,media anual,oficial,País,España,Variación de la media anual del IPC de alimentos y bebidas no alcohólicas.,2026-07-10,Base 2021; grupo ECOICOP 01.
2018,Precios,IPC,inflacion_ipc_media_anual,Inflación IPC media anual,INE - IPC tabla 50934,1.7,https://ine.es/jaxiT3/Tabla.htm?t=50934,%,2018,Anual,media anual,oficial,País,España,Variación de la media anual del índice general del IPC.,2026-07-10,Base 2021.
2019,Precios,IPC,inflacion_ipc_media_anual,Inflación IPC media anual,INE - IPC tabla 50934,0.7,https://ine.es/jaxiT3/Tabla.htm?t=50934,%,2019,Anual,media anual,oficial,País,España,Variación de la media anual del índice general del IPC.,2026-07-10,Base 2021.
2020,Precios,IPC,inflacion_ipc_media_anual,Inflación IPC media anual,INE - IPC tabla 50934,-0.3,https://ine.es/jaxiT3/Tabla.htm?t=50934,%,2020,Anual,media anual,oficial,País,España,Variación de la media anual del índice general del IPC.,2026-07-10,Base 2021.
2021,Precios,IPC,inflacion_ipc_media_anual,Inflación IPC media anual,INE - IPC tabla 50934,3.1,https://ine.es/jaxiT3/Tabla.htm?t=50934,%,2021,Anual,media anual,oficial,País,España,Variación de la media anual del índice general del IPC.,2026-07-10,Base 2021.
2022,Precios,IPC,inflacion_ipc_media_anual,Inflación IPC media anual,INE - IPC tabla 50934,8.4,https://ine.es/jaxiT3/Tabla.htm?t=50934,%,2022,Anual,media anual,oficial,País,España,Variación de la media anual del índice general del IPC.,2026-07-10,Base 2021.
2023,Precios,IPC,inflacion_ipc_media_anual,Inflación IPC media anual,INE - IPC tabla 50934,3.5,https://ine.es/jaxiT3/Tabla.htm?t=50934,%,2023,Anual,media anual,oficial,País,España,Variación de la media anual del índice general del IPC.,2026-07-10,Base 2021.
2024,Precios,IPC,inflacion_ipc_media_anual,Inflación IPC media anual,INE - IPC tabla 50934,2.8,https://ine.es/jaxiT3/Tabla.htm?t=50934,%,2024,Anual,media anual,oficial,País,España,Variación de la media anual del índice general del IPC.,2026-07-10,Base 2021.
2025,Precios,IPC,inflacion_ipc_media_anual,Inflación IPC media anual,INE - IPC tabla 50934,2.7,https://ine.es/jaxiT3/Tabla.htm?t=50934,%,2025,Anual,media anual,oficial,País,España,Variación de la media anual del índice general del IPC.,2026-07-10,Base 2021.
2018,Precios,IPC,ipc_indice_general_media_anual,IPC índice general media anual,INE - IPC tabla 50934,96.64,https://ine.es/jaxiT3/Tabla.htm?t=50934,índice base 2021=100,2018,Anual,media anual,oficial,País,España,Media anual del índice general de precios de consumo.,2026-07-10,Base 2021.
2019,Precios,IPC,ipc_indice_general_media_anual,IPC índice general media anual,INE - IPC tabla 50934,97.31,https://ine.es/jaxiT3/Tabla.htm?t=50934,índice base 2021=100,2019,Anual,media anual,oficial,País,España,Media anual del índice general de precios de consumo.,2026-07-10,Base 2021.
2020,Precios,IPC,ipc_indice_general_media_anual,IPC índice general media anual,INE - IPC tabla 50934,97,https://ine.es/jaxiT3/Tabla.htm?t=50934,índice base 2021=100,2020,Anual,media anual,oficial,País,España,Media anual del índice general de precios de consumo.,2026-07-10,Base 2021.
2021,Precios,IPC,ipc_indice_general_media_anual,IPC índice general media anual,INE - IPC tabla 50934,100,https://ine.es/jaxiT3/Tabla.htm?t=50934,índice base 2021=100,2021,Anual,media anual,oficial,País,España,Media anual del índice general de precios de consumo.,2026-07-10,Base 2021.
2022,Precios,IPC,ipc_indice_general_media_anual,IPC índice general media anual,INE - IPC tabla 50934,108.39,https://ine.es/jaxiT3/Tabla.htm?t=50934,índice base 2021=100,2022,Anual,media anual,oficial,País,España,Media anual del índice general de precios de consumo.,2026-07-10,Base 2021.
2023,Precios,IPC,ipc_indice_general_media_anual,IPC índice general media anual,INE - IPC tabla 50934,112.22,https://ine.es/jaxiT3/Tabla.htm?t=50934,índice base 2021=100,2023,Anual,media anual,oficial,País,España,Media anual del índice general de precios de consumo.,2026-07-10,Base 2021.
2024,Precios,IPC,ipc_indice_general_media_anual,IPC índice general media anual,INE - IPC tabla 50934,115.33,https://ine.es/jaxiT3/Tabla.htm?t=50934,índice base 2021=100,2024,Anual,media anual,oficial,País,España,Media anual del índice general de precios de consumo.,2026-07-10,Base 2021.
2025,Precios,IPC,ipc_indice_general_media_anual,IPC índice general media anual,INE - IPC tabla 50934,118.42,https://ine.es/jaxiT3/Tabla.htm?t=50934,índice base 2021=100,2025,Anual,media anual,oficial,País,España,Media anual del índice general de precios de consumo.,2026-07-10,Base 2021.
2018,Renta y desigualdad,Desigualdad,indice_gini,Índice de Gini,INE - ECV tabla 60143,33.2,https://ine.es/jaxiT3/Tabla.htm?t=60143,índice 0-100,2018,Anual,media anual,oficial,País,España,Coeficiente de Gini de ingresos equivalentes.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2019,Renta y desigualdad,Desigualdad,indice_gini,Índice de Gini,INE - ECV tabla 60143,33,https://ine.es/jaxiT3/Tabla.htm?t=60143,índice 0-100,2019,Anual,media anual,oficial,País,España,Coeficiente de Gini de ingresos equivalentes.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2020,Renta y desigualdad,Desigualdad,indice_gini,Índice de Gini,INE - ECV tabla 60143,32.1,https://ine.es/jaxiT3/Tabla.htm?t=60143,índice 0-100,2020,Anual,media anual,oficial,País,España,Coeficiente de Gini de ingresos equivalentes.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2021,Renta y desigualdad,Desigualdad,indice_gini,Índice de Gini,INE - ECV tabla 60143,33,https://ine.es/jaxiT3/Tabla.htm?t=60143,índice 0-100,2021,Anual,media anual,oficial,País,España,Coeficiente de Gini de ingresos equivalentes.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2022,Renta y desigualdad,Desigualdad,indice_gini,Índice de Gini,INE - ECV tabla 60143,32,https://ine.es/jaxiT3/Tabla.htm?t=60143,índice 0-100,2022,Anual,media anual,oficial,País,España,Coeficiente de Gini de ingresos equivalentes.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2023,Renta y desigualdad,Desigualdad,indice_gini,Índice de Gini,INE - ECV tabla 60143,31.5,https://ine.es/jaxiT3/Tabla.htm?t=60143,índice 0-100,2023,Anual,media anual,oficial,País,España,Coeficiente de Gini de ingresos equivalentes.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2024,Renta y desigualdad,Desigualdad,indice_gini,Índice de Gini,INE - ECV tabla 60143,31.2,https://ine.es/jaxiT3/Tabla.htm?t=60143,índice 0-100,2024,Anual,media anual,oficial,País,España,Coeficiente de Gini de ingresos equivalentes.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2025,Renta y desigualdad,Desigualdad,indice_gini,Índice de Gini,INE - ECV tabla 60143,30.8,https://ine.es/jaxiT3/Tabla.htm?t=60143,índice 0-100,2025,Anual,media anual,oficial,País,España,Coeficiente de Gini de ingresos equivalentes.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2018,Renta y desigualdad,Desigualdad,ratio_s80_s20,Ratio S80/S20,INE - ECV tabla 60143,6,https://ine.es/jaxiT3/Tabla.htm?t=60143,ratio,2018,Anual,media anual,oficial,País,España,Relación entre la renta del 20% con ingresos más elevados y la del 20% con ingresos más bajos.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2019,Renta y desigualdad,Desigualdad,ratio_s80_s20,Ratio S80/S20,INE - ECV tabla 60143,5.9,https://ine.es/jaxiT3/Tabla.htm?t=60143,ratio,2019,Anual,media anual,oficial,País,España,Relación entre la renta del 20% con ingresos más elevados y la del 20% con ingresos más bajos.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2020,Renta y desigualdad,Desigualdad,ratio_s80_s20,Ratio S80/S20,INE - ECV tabla 60143,5.8,https://ine.es/jaxiT3/Tabla.htm?t=60143,ratio,2020,Anual,media anual,oficial,País,España,Relación entre la renta del 20% con ingresos más elevados y la del 20% con ingresos más bajos.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2021,Renta y desigualdad,Desigualdad,ratio_s80_s20,Ratio S80/S20,INE - ECV tabla 60143,6.2,https://ine.es/jaxiT3/Tabla.htm?t=60143,ratio,2021,Anual,media anual,oficial,País,España,Relación entre la renta del 20% con ingresos más elevados y la del 20% con ingresos más bajos.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2022,Renta y desigualdad,Desigualdad,ratio_s80_s20,Ratio S80/S20,INE - ECV tabla 60143,5.6,https://ine.es/jaxiT3/Tabla.htm?t=60143,ratio,2022,Anual,media anual,oficial,País,España,Relación entre la renta del 20% con ingresos más elevados y la del 20% con ingresos más bajos.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2023,Renta y desigualdad,Desigualdad,ratio_s80_s20,Ratio S80/S20,INE - ECV tabla 60143,5.5,https://ine.es/jaxiT3/Tabla.htm?t=60143,ratio,2023,Anual,media anual,oficial,País,España,Relación entre la renta del 20% con ingresos más elevados y la del 20% con ingresos más bajos.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2024,Renta y desigualdad,Desigualdad,ratio_s80_s20,Ratio S80/S20,INE - ECV tabla 60143,5.4,https://ine.es/jaxiT3/Tabla.htm?t=60143,ratio,2024,Anual,media anual,oficial,País,España,Relación entre la renta del 20% con ingresos más elevados y la del 20% con ingresos más bajos.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2025,Renta y desigualdad,Desigualdad,ratio_s80_s20,Ratio S80/S20,INE - ECV tabla 60143,5.2,https://ine.es/jaxiT3/Tabla.htm?t=60143,ratio,2025,Anual,media anual,oficial,País,España,Relación entre la renta del 20% con ingresos más elevados y la del 20% con ingresos más bajos.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
2018,Renta y desigualdad,Pobreza,baja_intensidad_trabajo,Baja intensidad en el trabajo,INE - ECV tabla 60254,10.8,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2018,Anual,media anual,oficial,País,España,Población de 0 a 64 años que vive en hogares con baja intensidad laboral.,2026-07-10,Componente AROPE Europa 2030.
2019,Renta y desigualdad,Pobreza,baja_intensidad_trabajo,Baja intensidad en el trabajo,INE - ECV tabla 60254,10.9,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2019,Anual,media anual,oficial,País,España,Población de 0 a 64 años que vive en hogares con baja intensidad laboral.,2026-07-10,Componente AROPE Europa 2030.
2020,Renta y desigualdad,Pobreza,baja_intensidad_trabajo,Baja intensidad en el trabajo,INE - ECV tabla 60254,10,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2020,Anual,media anual,oficial,País,España,Población de 0 a 64 años que vive en hogares con baja intensidad laboral.,2026-07-10,Componente AROPE Europa 2030.
2021,Renta y desigualdad,Pobreza,baja_intensidad_trabajo,Baja intensidad en el trabajo,INE - ECV tabla 60254,11.6,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2021,Anual,media anual,oficial,País,España,Población de 0 a 64 años que vive en hogares con baja intensidad laboral.,2026-07-10,Componente AROPE Europa 2030.
2022,Renta y desigualdad,Pobreza,baja_intensidad_trabajo,Baja intensidad en el trabajo,INE - ECV tabla 60254,8.7,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2022,Anual,media anual,oficial,País,España,Población de 0 a 64 años que vive en hogares con baja intensidad laboral.,2026-07-10,Componente AROPE Europa 2030.
2023,Renta y desigualdad,Pobreza,baja_intensidad_trabajo,Baja intensidad en el trabajo,INE - ECV tabla 60254,8.4,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2023,Anual,media anual,oficial,País,España,Población de 0 a 64 años que vive en hogares con baja intensidad laboral.,2026-07-10,Componente AROPE Europa 2030.
2024,Renta y desigualdad,Pobreza,baja_intensidad_trabajo,Baja intensidad en el trabajo,INE - ECV tabla 60254,8,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2024,Anual,media anual,oficial,País,España,Población de 0 a 64 años que vive en hogares con baja intensidad laboral.,2026-07-10,Componente AROPE Europa 2030.
2025,Renta y desigualdad,Pobreza,baja_intensidad_trabajo,Baja intensidad en el trabajo,INE - ECV tabla 60254,8,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2025,Anual,media anual,oficial,País,España,Población de 0 a 64 años que vive en hogares con baja intensidad laboral.,2026-07-10,Componente AROPE Europa 2030.
2018,Renta y desigualdad,Pobreza,carencia_material_social_severa,Carencia material y social severa,INE - ECV tabla 60254,8.7,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2018,Anual,media anual,oficial,País,España,Población con carencia material y social severa.,2026-07-10,Componente AROPE Europa 2030.
2019,Renta y desigualdad,Pobreza,carencia_material_social_severa,Carencia material y social severa,INE - ECV tabla 60254,7.7,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2019,Anual,media anual,oficial,País,España,Población con carencia material y social severa.,2026-07-10,Componente AROPE Europa 2030.
2020,Renta y desigualdad,Pobreza,carencia_material_social_severa,Carencia material y social severa,INE - ECV tabla 60254,8.5,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2020,Anual,media anual,oficial,País,España,Población con carencia material y social severa.,2026-07-10,Componente AROPE Europa 2030.
2021,Renta y desigualdad,Pobreza,carencia_material_social_severa,Carencia material y social severa,INE - ECV tabla 60254,8.3,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2021,Anual,media anual,oficial,País,España,Población con carencia material y social severa.,2026-07-10,Componente AROPE Europa 2030.
2022,Renta y desigualdad,Pobreza,carencia_material_social_severa,Carencia material y social severa,INE - ECV tabla 60254,7.7,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2022,Anual,media anual,oficial,País,España,Población con carencia material y social severa.,2026-07-10,Componente AROPE Europa 2030.
2023,Renta y desigualdad,Pobreza,carencia_material_social_severa,Carencia material y social severa,INE - ECV tabla 60254,9,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2023,Anual,media anual,oficial,País,España,Población con carencia material y social severa.,2026-07-10,Componente AROPE Europa 2030.
2024,Renta y desigualdad,Pobreza,carencia_material_social_severa,Carencia material y social severa,INE - ECV tabla 60254,8.3,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2024,Anual,media anual,oficial,País,España,Población con carencia material y social severa.,2026-07-10,Componente AROPE Europa 2030.
2025,Renta y desigualdad,Pobreza,carencia_material_social_severa,Carencia material y social severa,INE - ECV tabla 60254,8.1,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2025,Anual,media anual,oficial,País,España,Población con carencia material y social severa.,2026-07-10,Componente AROPE Europa 2030.
2018,Renta y desigualdad,Pobreza,tasa_arope,Tasa AROPE,INE - ECV tabla 60254,27.3,https://ine.es/jaxiT3/Tabla.htm?t=60254,%,2018,Anual,media anual,oficial,País,España,Población en riesgo de pobreza o exclusión social según indicador AROPE Europa 2030.,2026-07-10,ECV; ingresos del año anterior a la entrevista.
